
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
54.2773,62.8008,20.7715,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
36.0859,33.5273,15.6846,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
