
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34571.1,94958.2,106.57,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,8,
34582.7,94959.6,107.078,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,9,
34554.7,94951.7,116.236,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,11,
34576.9,94963.1,115.963,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,12,
34587.6,94962.4,116.051,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,13,
34565.8,94957.6,118.954,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,14,
