
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.12869,um,Surface,1,TVCgroup,0,
8.14082,um,Surface,1,ATMgroup,4,
