
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.85492,um,Surface,1,TVCgroup,0,
7.46346,um,Surface,1,ATMgroup,1,
