
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1579.92,um^2,Cell,1,TVC,0,
1614.58,um^2,Cell,1,TVC,2,
1489.68,um^2,Cell,1,TVC,5,
1292.18,um^2,Cell,1,TVC,7,
4260.67,um^2,Cell,1,ATM,8,
3696.05,um^2,Cell,1,ATM,9,
