
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.98068,um,Nucleus,1,ATM,0,100000000,
2.76553,um,Nucleus,1,TVC,1,100000001,
2.44252,um,Nucleus,1,TVC,2,100000002,
2.18323,um,Nucleus,1,TVC,3,100000003,
1.87866,um,Nucleus,1,TVC,4,100000004,
2.27153,um,Nucleus,1,TVC,5,100000005,
2.24091,um,Nucleus,1,TVC,6,100000006,
