
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.575643,-0.00981848,-0.817642,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
-0.645667,0.0224946,0.763288,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
