
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2502.65,um^3,Cell,1,TVC,0,
4250.86,um^3,Cell,1,ATM,1,
2914.08,um^3,Cell,1,ATM,2,
1920.95,um^3,Cell,1,TVC,3,
2321.11,um^3,Cell,1,ATM,4,
1417.24,um^3,Cell,1,TVC,5,
