
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2117.48,um^2,Cell,1,TVC,0,
3316.51,um^2,Cell,1,ATM,1,
2459.13,um^2,Cell,1,ATM,2,
1848.34,um^2,Cell,1,TVC,3,
2207.42,um^2,Cell,1,ATM,4,
1483.4,um^2,Cell,1,TVC,5,
