
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
785.36,um^2,Cell,1,TVC,1,
812.066,um^2,Cell,1,TVC,2,
1305.97,um^2,Cell,1,TVC,3,
1921.18,um^2,Cell,1,TVC,4,
5181.96,um^2,Cell,1,ATM,5,
8020.76,um^2,Cell,1,ATM,6,
