
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.483134,,Cell,1,TVC,1,
0.522329,,Cell,1,TVC,2,
0.494867,,Cell,1,TVC,3,
0.462343,,Cell,1,TVC,4,
0.376647,,Cell,1,ATM,5,
0.211001,,Cell,1,ATM,6,
