
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
41036.5,64904.3,-7.0198,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
41093.6,64916.4,17.6436,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
