
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.768225,-0.552204,0.323885,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
-0.0972891,0.517588,0.850081,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
