
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.553174,-0.827243,-0.0983206,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
0.928346,0.355084,-0.109953,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
