
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
38392.7,55555.1,-26.3513,um,Surface,Position,1,ATMgroup,4,
38466.7,55610.1,-37.7007,um,Surface,Position,1,TVCgroup,0,
