
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.6502,um,Surface,1,TVCgroup,0,
8.98514,um,Surface,1,ATMgroup,4,
