
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
46215,58781.6,-45.3596,um,Surface,Position,1,ATMgroup,4,
46268.7,58752.2,-26.5461,um,Surface,Position,1,TVCgroup,0,
