
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
44225,51683.7,-0.602388,um,Surface,Position,1,ATMgroup,0,
44237.6,51637.3,-25.4655,um,Surface,Position,1,TVCgroup,2,
