
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.528729,,Cell,1,TVC,0,
0.528936,,Cell,1,TVC,1,
0.521431,,Cell,1,TVC,2,
0.486846,,Cell,1,TVC,3,
0.424306,,Cell,1,ATM,6,
0.432182,,Cell,1,ATM,8,
