
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.847903,-0.525163,0.0725547,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
-0.132454,0.841621,0.523575,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
