
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39026.3,43509.7,78.3472,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
39041.3,43589.1,97.2273,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
