
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39026.9,43510.1,78.4193,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
39041.7,43588.8,96.8932,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
