
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.678197,-0.724505,-0.123052,um,Surface,Ellipsoid Axis C,1,ATMgroup,6,
-0.234814,-0.547405,-0.80325,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
