
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34799,62235.3,-2.00693,um,Surface,Center of Homogeneous Mass,1,ATMgroup,6,
34818.3,62283.7,23.9112,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
