
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40954.4,40683.5,15.5913,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
40933,40736,20.6548,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
