
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
6559.94,um^3,Cell,1,ATM,0,
912.622,um^3,Cell,1,TVC,1,
1264.81,um^3,Cell,1,TVC,2,
572.685,um^3,Cell,1,TVC,3,
1330.61,um^3,Cell,1,TVC,4,
5468.58,um^3,Cell,1,ATM,5,
