
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.06434,um,Cell,1,TVC,0,
6.91147,um,Cell,1,TVC,1,
5.88701,um,Cell,1,TVC,2,
7.13812,um,Cell,1,TVC,3,
9.48539,um,Cell,1,ATM,4,
8.11625,um,Cell,1,ATM,5,
