
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.123046,,Cell,1,TVC,0,
0.138391,,Cell,1,TVC,1,
0.0785225,,Cell,1,TVC,2,
0.126103,,Cell,1,TVC,3,
0.0850849,,Cell,1,ATM,4,
0.0708672,,Cell,1,ATM,5,
