
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39013.4,79034.1,59.7604,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
39002.7,79057.4,80.5756,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
