
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38940.3,57472.7,3.41046,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
38955.9,57515.8,-6.0351,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
