
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38971,98743.9,110.141,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
39035.9,98713.2,103.789,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
