
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
6546.11,um^3,Cell,1,ATM,0,
9100.21,um^3,Cell,1,ATM,1,
1589.56,um^3,Cell,1,TVC,2,
1563.94,um^3,Cell,1,TVC,3,
1235.65,um^3,Cell,1,TVC,6,
955.017,um^3,Cell,1,TVC,7,
