
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.37397,um,Nucleus,1,TVC,0,100000000,
3.17182,um,Nucleus,1,TVC,1,100000001,
3.37667,um,Nucleus,1,TVC,2,100000002,
3.06401,um,Nucleus,1,TVC,3,100000003,
4.21632,um,Nucleus,1,ATM,4,100000004,
4.44944,um,Nucleus,1,ATM,5,100000005,
