
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36945.6,69084.7,170.019,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
37005,69091.5,179.28,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
