
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.9392,um,Surface,1,TVCgroup,0,
14.4609,um,Surface,1,ATMgroup,4,
