
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1009.67,um^3,Cell,1,TVC,1,
2331.07,um^3,Cell,1,TVC,2,
1144.28,um^3,Cell,1,TVC,3,
2447.04,um^3,Cell,1,TVC,6,
4724.1,um^3,Cell,1,TVC,8,
7585.85,um^3,Cell,1,ATM,11,
