
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37590,48824.6,60.427,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
37615.9,48767.5,40.7829,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
