
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
14.1252,um,Surface,1,ATMgroup,0,
8.15795,um,Surface,1,TVCgroup,2,
