
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.0243054,-0.999218,0.0311827,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
-0.559016,-0.811595,-0.169748,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
