
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.78992,um,Surface,1,ATMgroup,0,
5.24159,um,Surface,1,TVCgroup,2,
