
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
40515.2,44024.5,166.207,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
40553,44023.2,171.11,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,1,100000001,
40539.2,43965.2,179.536,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
40533.9,43957.7,182.328,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000003,
40534,43972.7,189.036,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
40527.1,43961.6,193.389,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
