
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.699,um,Cell,1,TVC,0,
3.46443,um,Cell,1,TVC,1,
5.84287,um,Cell,1,TVC,4,
5.98996,um,Cell,1,TVC,5,
6.06517,um,Cell,1,ATM,12,
6.43824,um,Cell,1,ATM,13,
