
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
5520.86,um^2,Cell,1,ATM,4,
6440.95,um^2,Cell,1,ATM,5,
1708.33,um^2,Cell,1,TVC,6,
1864.53,um^2,Cell,1,TVC,7,
1168.08,um^2,Cell,1,TVC,8,
1253.79,um^2,Cell,1,TVC,9,
