
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
985.841,um^3,Nucleus,1,ATM,4,100000003,
694.445,um^3,Nucleus,1,ATM,5,100000004,
141.479,um^3,Nucleus,1,TVC,6,100000005,
236.8,um^3,Nucleus,1,TVC,7,100000007,
108.919,um^3,Nucleus,1,TVC,8,100000008,
79.1611,um^3,Nucleus,1,TVC,9,100000009,
