
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.6764,um,Surface,1,TVCgroup,0,
6.56174,um,Surface,1,ATMgroup,4,
