
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.472532,0.766037,-0.435776,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.639377,0.720369,-0.268824,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
