
Nucleus Generation
 ==================== 
Nucleus Generation,Unit,Category,Time,Default Labels,CellID,ID,
0,,Nucleus,1,TVC,6,100000004,
0,,Nucleus,1,TVC,7,100000005,
0,,Nucleus,1,TVC,8,100000006,
0,,Nucleus,1,TVC,10,100000008,
0,,Nucleus,1,TVC,11,100000009,
0,,Nucleus,1,TVC,12,100000010,
0,,Nucleus,1,ATM,1,100000012,
