
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
5116.08,um^2,Cell,1,ATM,3,
4501.88,um^2,Cell,1,ATM,4,
1445.34,um^2,Cell,1,TVC,7,
1271.83,um^2,Cell,1,TVC,8,
957.808,um^2,Cell,1,TVC,9,
1219.19,um^2,Cell,1,TVC,10,
