
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.351345,0.412252,-0.840598,um,Surface,Ellipsoid Axis B,1,ATMgroup,4,
-0.218483,-0.601329,-0.76855,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
