Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
-0.48478004,0.48434216,0.4832083,-0.48478246,0.48635793,-0.4847036,-0.48449087,-0.48106253,0.48547593,0.48409697,0.4835061,0.48353198,-0.48475772,0.4841877
-0.43576252,0.4353458,0.43427914,-0.43575716,0.43723032,-0.4356853,-0.43549225,-0.4322927,0.43641594,0.43511257,0.43456632,0.43459123,-0.435736,0.43520257
-0.22855188,0.2282716,0.22761321,-0.22851057,0.22937296,-0.22847758,-0.22839375,-0.22654371,0.22894764,0.22811495,0.22782516,0.22784285,-0.2285079,0.22819296
-0.15150392,0.15128781,0.15081635,-0.15144897,0.15203473,-0.15143293,-0.15139642,-0.15015377,0.15178207,0.15116733,0.15099125,0.15100536,-0.1514541,0.1512381
-0.44774428,0.4473219,0.44623753,-0.4477408,0.44924086,-0.44766715,-0.44746906,-0.44420955,0.44840884,0.44708553,0.4465277,0.4465528,-0.4477187,0.44717565
-0.26512071,0.26481202,0.26407012,-0.265086,0.26607236,-0.2650452,-0.26493987,-0.262817,0.26556906,0.26463938,0.26429823,0.26431745,-0.26507968,0.26472035
0.20827208,-0.2081591,-0.20769775,0.20838098,-0.20915937,0.20831664,0.20812957,0.20638707,-0.2085784,-0.20809448,-0.20772043,-0.20772454,0.20834096,-0.20806785
-0.08657252,0.08641403,0.08610838,-0.08650645,0.08684757,-0.08650514,-0.086509965,-0.08580342,0.08674647,0.08632589,0.086249635,0.08626069,-0.08651815,0.0863898
-0.41490215,0.41449594,0.41346204,-0.41489327,0.41631708,-0.41482475,-0.41464093,-0.41155145,0.41553488,0.41426867,0.41374367,0.413768,-0.41487378,0.41435793
0.18813585,-0.18804078,-0.18762921,0.1882424,-0.18894893,0.18818226,0.18800658,0.1864214,-0.1884111,-0.18798622,-0.18764079,-0.18764392,0.18820418,-0.18795688
0.17816748,-0.17808136,-0.17769468,0.17827292,-0.17894329,0.17821485,0.17804489,0.17653869,-0.17842722,-0.17803186,-0.17770077,-0.17770344,0.17823546,-0.17800125
-0.4390222,0.43860397,0.4375324,-0.43901742,0.44049802,-0.43894503,-0.4387505,-0.43553445,0.43967867,0.4383698,0.4378204,0.43784532,-0.43899593,0.43845987
-0.028606717,0.028501285,0.028347645,-0.028530948,0.028648702,-0.02854299,-0.028585011,-0.02836749,0.02868521,0.028443042,0.028457467,0.02846556,-0.028548606,0.02850024
0.41186684,-0.41159347,-0.41069406,0.41199103,-0.413396,0.41189203,0.41160953,0.4084944,-0.412445,-0.4114389,-0.41081855,-0.41083187,0.41193748,-0.41143888
0.47337514,-0.47306427,-0.47206593,0.47350058,-0.47504336,0.47339445,0.47309247,0.46967408,-0.47401398,-0.47288892,-0.4722155,-0.47223118,0.47344455,-0.47289607
-0.4586671,0.45823985,0.4571401,-0.45866543,0.46018893,-0.4585902,-0.45838758,-0.45507568,0.45934147,0.45800066,0.45743263,0.457458,-0.45864248,0.45809105
-0.012371382,0.012281028,0.012170305,-0.012293011,0.012347777,-0.012308792,-0.012361247,-0.012281535,0.012422941,0.012231263,0.012271171,0.012278451,-0.012312297,0.012286517
0.0051388745,-0.0052129463,-0.005277253,0.0052200453,-0.005233248,0.0052002342,0.0051365965,0.0050675883,-0.0051164133,-0.0052535227,-0.0051861363,-0.005179784,0.005198976,-0.0052004224
0.0059096245,-0.0059830355,-0.0060452456,0.0059909686,-0.006007143,0.005970977,0.0059069004,0.0058313743,-0.0058884704,-0.006023187,-0.005954589,-0.005948342,0.0059697735,-0.005970213
0.38106206,-0.38080972,-0.37996674,0.38118494,-0.38251013,0.38109025,0.3808193,0.37787935,-0.38160533,-0.38066697,-0.38007754,-0.38008964,0.3811329,-0.38066316
-0.056057654,0.05592692,0.05570098,-0.0559864,0.056210328,-0.055992115,-0.0560165,-0.055566594,0.056181505,0.05585444,0.055825815,0.055835307,-0.056001265,0.055914868
