Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
0.10673305,0.10713639,-0.10655488,-0.10664119,0.107003294,-0.106928125,0.1069917,0.106319204,0.10507601,0.10612411,0.106917664,-0.10718134,-0.1063068,0.107022166
0.1901268,0.19067208,-0.18989858,-0.1898526,0.1905064,-0.19055562,0.19074455,0.18953966,0.18742058,0.18924172,0.19029342,-0.19073202,-0.1892868,0.19046558
0.121493235,0.12192247,-0.121305846,-0.12136871,0.121783376,-0.121730365,0.12181638,0.121047795,0.11964645,0.12083403,0.12167483,-0.12197019,-0.12099241,0.121791676
0.016800111,0.017041048,-0.016679844,-0.016910048,0.016945893,-0.016735282,0.016659994,0.016583115,0.016321043,0.016504,0.017001556,-0.017068826,-0.016835159,0.017030079
0.058499116,0.05881622,-0.05835155,-0.058515307,0.058703195,-0.05855521,0.058544446,0.05818984,0.057470102,0.058056474,0.05869314,-0.05885211,-0.05831927,0.058757186
-0.1966037,-0.19675599,0.19658189,0.19603156,-0.19675675,0.1972688,-0.19766188,-0.19634922,-0.19431296,-0.19615364,-0.19637609,0.19676988,0.19549826,-0.19652599
0.057822336,0.058138214,-0.057675216,-0.05784003,0.05802548,-0.057876483,0.05786468,0.05751457,0.056802217,0.05738208,0.058016475,-0.05817396,-0.05764597,0.05807995
-0.18810181,-0.18823889,0.18808556,0.1875468,-0.18824336,0.18874449,-0.18912579,-0.18786554,-0.18591626,-0.18768045,-0.18787485,0.18825106,0.18703656,-0.18801795
-0.07053499,-0.07045603,0.07059715,0.070229985,-0.070512794,0.07085223,-0.07106164,-0.07055707,-0.06985934,-0.07052203,-0.07032021,0.07044534,0.070050955,-0.07036603
-0.05635014,-0.056244772,0.056421686,0.056076605,-0.05630781,0.056626566,-0.05681439,-0.056403726,-0.05586115,-0.05638708,-0.056137323,0.056231387,0.055938542,-0.05617125
0.28115457,0.28184003,-0.28087765,-0.28069305,0.2816426,-0.28182206,0.2821395,0.28039482,0.2773888,0.27999374,0.28129944,-0.28191456,-0.27989352,0.28153986
