
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
4539.89,um^3,Cell,1,ATM,0,
649.54,um^3,Cell,1,TVC,1,
2806.01,um^3,Cell,1,TVC,2,
1852.38,um^3,Cell,1,TVC,3,
1701.38,um^3,Cell,1,TVC,4,
