
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.474642,,Cell,1,ATM,0,
0.455248,,Cell,1,TVC,1,
0.441134,,Cell,1,TVC,2,
0.506376,,Cell,1,TVC,3,
0.385645,,Cell,1,TVC,4,
