
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
6.72835,um,Cell,1,TVC,1,
10.1878,um,Cell,1,TVC,2,
10.0026,um,Cell,1,TVC,4,
14.7013,um,Cell,1,ATM,8,
9.75373,um,Cell,1,ATM,9,
