
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.87097,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,2,100000002,
4.28081,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,3,100000003,
1.94827,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000007,
0.694397,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000008,
2.17948,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,9,100000009,
2.24019,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,10,100000010,
