
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.477522,,Cell,1,ATM,0,
0.472167,,Cell,1,ATM,1,
0.536237,,Cell,1,ATM,2,
0.489795,,Cell,1,ATM,3,
0.506733,,Cell,1,ATM,4,
0.528995,,Cell,1,ATM,5,
